low.token	low.lemma	pos	freq	ent	frei	los	un	typ	basis
besitzlosen	besitzlos	ADJA	649	FALSE	FALSE	TRUE	FALSE	-los	besitz
unmotorisierte	unmotorisiert	ADJA	649	FALSE	FALSE	FALSE	TRUE	un-	motorisiert
unausgepackt	unausgepackt	ADJD	649	FALSE	FALSE	FALSE	TRUE	un-	ausgepackt
unbeliebtester	unbeliebt	ADJA	648	FALSE	FALSE	FALSE	TRUE	un-	beliebt
unentwegtes	unentwegt	ADJA	648	FALSE	FALSE	FALSE	TRUE	un-	entwegt
laktosefreier	laktosefrei	ADJA	648	FALSE	TRUE	FALSE	FALSE	-frei	laktose
fahrscheinlosen	fahrscheinlos	ADJA	648	FALSE	FALSE	TRUE	FALSE	-los	fahrschein
unmündiger	unmündig	ADJA	647	FALSE	FALSE	FALSE	TRUE	un-	mündig
vorbehaltloser	vorbehaltlos	ADJA	647	FALSE	FALSE	TRUE	FALSE	-los	vorbehalt
unruhigere	unruhig	ADJA	647	FALSE	FALSE	FALSE	TRUE	un-	ruhig
filterlosen	filterlos	ADJA	646	FALSE	FALSE	TRUE	FALSE	-los	filter
mangelfreien	mangelfrei	ADJA	646	FALSE	TRUE	FALSE	FALSE	-frei	mangel
unpersönliches	unpersönlich	ADJA	645	FALSE	FALSE	FALSE	TRUE	un-	persönlich
unauffälligste	unauffällig	ADJA	645	FALSE	FALSE	FALSE	TRUE	un-	auffällig
unbefruchtet	unbefruchtet	ADJD	645	FALSE	FALSE	FALSE	TRUE	un-	befruchtet
textilfreie	textilfrei	ADJA	644	FALSE	TRUE	FALSE	FALSE	-frei	textil
entschädigte	entschädigt	ADJA	644	TRUE	FALSE	FALSE	FALSE	ent-	schädigt
undiplomatischer	undiplomatisch	ADJA	644	FALSE	FALSE	FALSE	TRUE	un-	diplomatisch
unbesiegbarer	unbesiegbar	ADJA	644	FALSE	FALSE	FALSE	TRUE	un-	besiegbar
untrainierter	untrainiert	ADJA	644	FALSE	FALSE	FALSE	TRUE	un-	trainiert
unkeusche	unkeusch	ADJA	644	FALSE	FALSE	FALSE	TRUE	un-	keusch
unheilbarem	unheilbar	ADJA	643	FALSE	FALSE	FALSE	TRUE	un-	heilbar
ungnädige	ungnädig	ADJA	643	FALSE	FALSE	FALSE	TRUE	un-	gnädig
schadlosen	schadlos	ADJA	643	FALSE	FALSE	TRUE	FALSE	-los	schad
entarteter	entarteter	ADJD	643	TRUE	FALSE	FALSE	FALSE	ent-	arteter
schädlingsfrei	schädlingsfrei	ADJD	642	FALSE	TRUE	FALSE	FALSE	-frei	schädlings
unangebrachtes	unangebracht	ADJA	641	FALSE	FALSE	FALSE	TRUE	un-	angebracht
unproduktives	unproduktiv	ADJA	641	FALSE	FALSE	FALSE	TRUE	un-	produktiv
unverzinsliche	unverzinslich	ADJA	641	FALSE	FALSE	FALSE	TRUE	un-	verzinslich
undurchdringlichem	undurchdringlich	ADJA	641	FALSE	FALSE	FALSE	TRUE	un-	durchdringlich
reuelos	reuelos	ADJD	641	FALSE	FALSE	TRUE	FALSE	-los	reue
unvertretbarer	unvertretbar	ADJA	640	FALSE	FALSE	FALSE	TRUE	un-	vertretbar
herrschaftsfreie	herrschaftsfrei	ADJA	640	FALSE	TRUE	FALSE	FALSE	-frei	herrschafts
unbekümmertem	unbekümmert	ADJA	640	FALSE	FALSE	FALSE	TRUE	un-	bekümmert
unpünktlicher	unpünktlich	ADJA	640	FALSE	FALSE	FALSE	TRUE	un-	pünktlich
kontrollfreien	kontrollfrei	ADJA	638	FALSE	TRUE	FALSE	FALSE	-frei	kontroll
atomstromfrei	atomstromfrei	ADJD	638	FALSE	TRUE	FALSE	FALSE	-frei	atomstrom
entzogener	entzogener	ADJA	636	TRUE	FALSE	FALSE	FALSE	ent-	zogener
unzweckmäßige	unzweckmäßig	ADJA	636	FALSE	FALSE	FALSE	TRUE	un-	zweckmäßig
unauffälligeren	unauffällig	ADJA	636	FALSE	FALSE	FALSE	TRUE	un-	auffällig
unauthentisch	unauthentisch	ADJD	636	FALSE	FALSE	FALSE	TRUE	un-	authentisch
entstaubten	entstaubt	ADJA	635	TRUE	FALSE	FALSE	FALSE	ent-	staubt
unvollkommenes	unvollkommen	ADJA	635	FALSE	FALSE	FALSE	TRUE	un-	vollkommen
unkommerziellen	unkommerziell	ADJA	634	FALSE	FALSE	FALSE	TRUE	un-	kommerziell
entschuldbare	entschuldbar	ADJA	634	TRUE	FALSE	FALSE	FALSE	ent-	schuldbar
uneinsehbare	uneinsehbar	ADJA	634	FALSE	FALSE	FALSE	TRUE	un-	einsehbar
zollfreier	zollfrei	ADJA	633	FALSE	TRUE	FALSE	FALSE	-frei	zoll
undeklarierte	undeklariert	ADJA	633	FALSE	FALSE	FALSE	TRUE	un-	deklariert
ungestellte	ungestellt	ADJA	633	FALSE	FALSE	FALSE	TRUE	un-	gestellt
fugenlosen	fugenlos	ADJA	633	FALSE	FALSE	TRUE	FALSE	-los	fugen
unzufriedenes	unzufrieden	ADJA	632	FALSE	FALSE	FALSE	TRUE	un-	zufrieden
fleckenlos	fleckenlos	ADJD	632	FALSE	FALSE	TRUE	FALSE	-los	flecken
atemlosem	atemlos	ADJA	631	FALSE	FALSE	TRUE	FALSE	-los	atem
hornlos	hornlos	ADJD	631	FALSE	FALSE	TRUE	FALSE	-los	horn
unentbehrlicher	unentbehrlich	ADJD	631	FALSE	FALSE	FALSE	TRUE	un-	entbehrlich
ironiefreie	ironiefrei	ADJA	630	FALSE	TRUE	FALSE	FALSE	-frei	ironie
ungepflegtem	ungepflegt	ADJA	629	FALSE	FALSE	FALSE	TRUE	un-	gepflegt
bodenloses	bodenlos	ADJA	629	FALSE	FALSE	TRUE	FALSE	-los	boden
unsentimentales	unsentimental	ADJA	629	FALSE	FALSE	FALSE	TRUE	un-	sentimental
streßfrei	stressfrei	ADJD	629	FALSE	TRUE	FALSE	FALSE	-frei	stress
skandalfreien	skandalfrei	ADJA	628	FALSE	TRUE	FALSE	FALSE	-frei	skandal
müllfrei	müllfrei	ADJD	628	FALSE	TRUE	FALSE	FALSE	-frei	müll
wettkampffreie	wettkampffrei	ADJA	627	FALSE	TRUE	FALSE	FALSE	-frei	wettkampf
geräuschloses	geräuschlos	ADJA	627	FALSE	FALSE	TRUE	FALSE	-los	geräusch
ungekochten	ungekocht	ADJA	627	FALSE	FALSE	FALSE	TRUE	un-	gekocht
unverzerrt	unverzerrt	ADJD	627	FALSE	FALSE	FALSE	TRUE	un-	verzerrt
unbeachteter	unbeachtet	ADJA	626	FALSE	FALSE	FALSE	TRUE	un-	beachtet
unbeaufsichtigter	unbeaufsichtigt	ADJA	626	FALSE	FALSE	FALSE	TRUE	un-	beaufsichtigt
chemiefreien	chemiefrei	ADJA	626	FALSE	TRUE	FALSE	FALSE	-frei	chemie
gentechnikfreiem	gentechnikfrei	ADJA	626	FALSE	TRUE	FALSE	FALSE	-frei	gentechnik
ungeboren	ungeboren	ADJD	626	FALSE	FALSE	FALSE	TRUE	un-	geboren
unpräziser	unpräzise	ADJD	626	FALSE	FALSE	FALSE	TRUE	un-	präzise
ungültigem	ungültig	ADJA	625	FALSE	FALSE	FALSE	TRUE	un-	gültig
umsteigefreien	umsteigefrei	ADJA	625	FALSE	TRUE	FALSE	FALSE	-frei	umsteige
furchtloser	furchtlos	ADJD	625	FALSE	FALSE	TRUE	FALSE	-los	furcht
entleihbar	entleihbar	ADJD	625	TRUE	FALSE	FALSE	FALSE	ent-	leihbar
virenfrei	virenfrei	ADJD	625	FALSE	TRUE	FALSE	FALSE	-frei	viren
uneuropäisch	uneuropäisch	ADJD	625	FALSE	FALSE	FALSE	TRUE	un-	europäisch
unversiegelten	unversiegelt	ADJA	624	FALSE	FALSE	FALSE	TRUE	un-	versiegelt
unvoreingenommenes	unvoreingenommen	ADJA	624	FALSE	FALSE	FALSE	TRUE	un-	voreingenommen
undankbarer	undankbar	ADJD	624	FALSE	FALSE	FALSE	TRUE	un-	dankbar
ebolafrei	ebolafrei	ADJD	624	FALSE	TRUE	FALSE	FALSE	-frei	ebola
dividendenlosen	dividendenlos	ADJA	623	FALSE	FALSE	TRUE	FALSE	-los	dividenden
klaglose	klaglos	ADJA	623	FALSE	FALSE	TRUE	FALSE	-los	klag
entweihten	entweiht	ADJA	623	TRUE	FALSE	FALSE	FALSE	ent-	weiht
ungetragene	ungetragen	ADJA	623	FALSE	FALSE	FALSE	TRUE	un-	getragen
unmaßgeblichen	unmaßgeblich	ADJA	622	FALSE	FALSE	FALSE	TRUE	un-	maßgeblich
grundloses	grundlos	ADJA	622	FALSE	FALSE	TRUE	FALSE	-los	grund
ungünstigsten	ungünstig	ADJD	622	FALSE	FALSE	FALSE	TRUE	un-	günstig
hochwasserfreien	hochwasserfrei	ADJA	621	FALSE	TRUE	FALSE	FALSE	-frei	hochwasser
bewusstloses	bewusstlos	ADJA	621	FALSE	FALSE	TRUE	FALSE	-los	bewusst
unzensuriert	unzensuriert	ADJD	621	FALSE	FALSE	FALSE	TRUE	un-	zensuriert
unaufgeklärter	unaufgeklärt	ADJA	620	FALSE	FALSE	FALSE	TRUE	un-	aufgeklärt
bewußtlose	bewusstlos	ADJA	619	FALSE	FALSE	TRUE	FALSE	-los	bewusst
vorbehaltloses	vorbehaltlos	ADJA	618	FALSE	FALSE	TRUE	FALSE	-los	vorbehalt
vegetationslosen	vegetationslos	ADJA	618	FALSE	FALSE	TRUE	FALSE	-los	vegetations
ungeborenem	ungeboren	ADJA	617	FALSE	FALSE	FALSE	TRUE	un-	geboren
unsanftes	unsanft	ADJA	617	FALSE	FALSE	FALSE	TRUE	un-	sanft
distanzlose	distanzlos	ADJA	617	FALSE	FALSE	TRUE	FALSE	-los	distanz
folgenloses	folgenlos	ADJA	617	FALSE	FALSE	TRUE	FALSE	-los	folgen
unerklärlichem	unerklärlich	ADJA	617	FALSE	FALSE	FALSE	TRUE	un-	erklärlich
entspiegelte	entspiegelt	ADJA	616	TRUE	FALSE	FALSE	FALSE	ent-	spiegelt
unumstössliche	unumstößlich	ADJA	616	FALSE	FALSE	FALSE	TRUE	un-	umstößlich
unbeschrifteten	unbeschriftet	ADJA	616	FALSE	FALSE	FALSE	TRUE	un-	beschriftet
enthaltsamen	enthaltsam	ADJA	616	TRUE	FALSE	FALSE	FALSE	ent-	haltsam
entschlussfreudig	entschlussfreudig	ADJD	616	TRUE	FALSE	FALSE	FALSE	ent-	schlussfreudig
unvermögend	unvermögend	ADJD	616	FALSE	FALSE	FALSE	TRUE	un-	vermögend
unaufführbar	unaufführbar	ADJD	616	FALSE	FALSE	FALSE	TRUE	un-	aufführbar
unmissverständlicher	unmißverständlich	ADJD	615	FALSE	FALSE	FALSE	TRUE	un-	mißverständlich
unscheinbarste	unscheinbar	ADJA	614	FALSE	FALSE	FALSE	TRUE	un-	scheinbar
unleserlicher	unleserlich	ADJA	614	FALSE	FALSE	FALSE	TRUE	un-	leserlich
unwandelbar	unwandelbar	ADJD	614	FALSE	FALSE	FALSE	TRUE	un-	wandelbar
handyfreien	handyfrei	ADJA	613	FALSE	TRUE	FALSE	FALSE	-frei	handy
ungastliche	ungastlich	ADJA	612	FALSE	FALSE	FALSE	TRUE	un-	gastlich
unentschiedener	unentschieden	ADJA	612	FALSE	FALSE	FALSE	TRUE	un-	entschieden
zerstörungsfreien	zerstörungsfrei	ADJA	612	FALSE	TRUE	FALSE	FALSE	-frei	zerstörungs
unbearbeitetes	unbearbeitet	ADJA	611	FALSE	FALSE	FALSE	TRUE	un-	bearbeitet
entgleisenden	entgleisend	ADJA	610	TRUE	FALSE	FALSE	FALSE	ent-	gleisend
unkorrigiert	unkorrigiert	ADJD	610	FALSE	FALSE	FALSE	TRUE	un-	korrigiert
radlos	radlos	ADJD	610	FALSE	FALSE	TRUE	FALSE	-los	rad
ruckelfreie	ruckelfrei	ADJA	609	FALSE	TRUE	FALSE	FALSE	-frei	ruckel
unsortierter	unsortiert	ADJA	609	FALSE	FALSE	FALSE	TRUE	un-	sortiert
unzugänglichem	unzugänglich	ADJA	609	FALSE	FALSE	FALSE	TRUE	un-	zugänglich
unwürdigsten	unwürdig	ADJA	609	FALSE	FALSE	FALSE	TRUE	un-	würdig
ungeräumte	ungeräumt	ADJA	609	FALSE	FALSE	FALSE	TRUE	un-	geräumt
unverstärkten	unverstärkt	ADJA	609	FALSE	FALSE	FALSE	TRUE	un-	verstärkt
untoter	untot	ADJA	608	FALSE	FALSE	FALSE	TRUE	un-	tot
unkultivierten	unkultiviert	ADJA	608	FALSE	FALSE	FALSE	TRUE	un-	kultiviert
unverbindlichem	unverbindlich	ADJA	608	FALSE	FALSE	FALSE	TRUE	un-	verbindlich
unbürokratischem	unbürokratisch	ADJA	608	FALSE	FALSE	FALSE	TRUE	un-	bürokratisch
unverhältnismässiger	unverhältnismässig	ADJA	608	FALSE	FALSE	FALSE	TRUE	un-	verhältnismässig
giftfreien	giftfrei	ADJA	607	FALSE	TRUE	FALSE	FALSE	-frei	gift
schonungslosem	schonungslos	ADJA	607	FALSE	FALSE	TRUE	FALSE	-los	schonungs
spiegellosen	spiegellos	ADJA	607	FALSE	FALSE	TRUE	FALSE	-los	spiegel
unüberlegtem	unüberlegt	ADJA	607	FALSE	FALSE	FALSE	TRUE	un-	überlegt
baumfreien	baumfrei	ADJA	607	FALSE	TRUE	FALSE	FALSE	-frei	baum
unfiltriertes	unfiltriert	ADJA	606	FALSE	FALSE	FALSE	TRUE	un-	filtriert
unzulängliches	unzulänglich	ADJA	606	FALSE	FALSE	FALSE	TRUE	un-	zulänglich
unakzeptables	unakzeptabel	ADJA	606	FALSE	FALSE	FALSE	TRUE	un-	akzeptabel
verpackungsfreien	verpackungsfrei	ADJA	606	FALSE	TRUE	FALSE	FALSE	-frei	verpackungs
entwaffnendes	entwaffnend	ADJA	606	TRUE	FALSE	FALSE	FALSE	ent-	waffnend
unbenutztes	unbenutzt	ADJA	605	FALSE	FALSE	FALSE	TRUE	un-	benutzt
cholesterinfrei	cholesterinfrei	ADJD	605	FALSE	TRUE	FALSE	FALSE	-frei	cholesterin
unvorhersehbarer	unvorhersehbar	ADJD	605	FALSE	FALSE	FALSE	TRUE	un-	vorhersehbar
entflammbares	entflammbar	ADJA	604	TRUE	FALSE	FALSE	FALSE	ent-	flammbar
unbeherrschter	unbeherrscht	ADJA	604	FALSE	FALSE	FALSE	TRUE	un-	beherrscht
vorurteilslose	vorurteilslos	ADJA	604	FALSE	FALSE	TRUE	FALSE	-los	vorurteils
unüberbietbare	unüberbietbar	ADJA	604	FALSE	FALSE	FALSE	TRUE	un-	überbietbar
entwürdigendes	entwürdigend	ADJA	603	TRUE	FALSE	FALSE	FALSE	ent-	würdigend
unplausible	unplausibel	ADJA	603	FALSE	FALSE	FALSE	TRUE	un-	plausibel
bauchfreiem	bauchfrei	ADJA	603	FALSE	TRUE	FALSE	FALSE	-frei	bauch
unwiederbringliches	unwiederbringlich	ADJA	603	FALSE	FALSE	FALSE	TRUE	un-	wiederbringlich
unvollkommener	unvollkommen	ADJA	603	FALSE	FALSE	FALSE	TRUE	un-	vollkommen
ehrlose	ehrlos	ADJA	603	FALSE	FALSE	TRUE	FALSE	-los	ehr
ampelfrei	ampelfrei	ADJD	603	FALSE	TRUE	FALSE	FALSE	-frei	ampel
risikofreies	risikofrei	ADJA	602	FALSE	TRUE	FALSE	FALSE	-frei	risiko
schlüsselloser	schlüssellos	ADJA	602	FALSE	FALSE	TRUE	FALSE	-los	schlüssel
ungenießbarer	ungenießbar	ADJA	601	FALSE	FALSE	FALSE	TRUE	un-	genießbar
unbedruckten	unbedruckt	ADJA	601	FALSE	FALSE	FALSE	TRUE	un-	bedruckt
unwichtigere	unwichtig	ADJA	601	FALSE	FALSE	FALSE	TRUE	un-	wichtig
unangestrengter	unangestrengt	ADJA	601	FALSE	FALSE	FALSE	TRUE	un-	angestrengt
ratlosem	ratlos	ADJA	601	FALSE	FALSE	TRUE	FALSE	-los	rat
unlocker	unlocker	ADJD	601	FALSE	FALSE	FALSE	TRUE	un-	locker
unbediente	unbedient	ADJA	600	FALSE	FALSE	FALSE	TRUE	un-	bedient
undeutliches	undeutlich	ADJA	600	FALSE	FALSE	FALSE	TRUE	un-	deutlich
unzerschnittene	unzerschnitten	ADJA	600	FALSE	FALSE	FALSE	TRUE	un-	zerschnitten
unverschnörkelt	unverschnörkelt	ADJD	600	FALSE	FALSE	FALSE	TRUE	un-	verschnörkelt
haushaltslosen	haushaltslos	ADJA	599	FALSE	FALSE	TRUE	FALSE	-los	haushalts
grenzkontrollfreien	grenzkontrollfrei	ADJA	599	FALSE	TRUE	FALSE	FALSE	-frei	grenzkontroll
unbehauste	unbehaust	ADJA	599	FALSE	FALSE	FALSE	TRUE	un-	behaust
unmutig	unmutig	ADJD	599	FALSE	FALSE	FALSE	TRUE	un-	mutig
unerlöste	unerlöst	ADJA	598	FALSE	FALSE	FALSE	TRUE	un-	erlöst
spielzeugfreie	spielzeugfrei	ADJA	598	FALSE	TRUE	FALSE	FALSE	-frei	spielzeug
ungeschönter	ungeschönt	ADJA	598	FALSE	FALSE	FALSE	TRUE	un-	geschönt
unbegründetes	unbegründet	ADJA	598	FALSE	FALSE	FALSE	TRUE	un-	begründet
ungebührlichem	ungebührlich	ADJA	598	FALSE	FALSE	FALSE	TRUE	un-	gebührlich
unattraktivste	unattraktiv	ADJA	598	FALSE	FALSE	FALSE	TRUE	un-	attraktiv
ungustiösen	ungustiös	ADJA	598	FALSE	FALSE	FALSE	TRUE	un-	gustiös
antriebslose	antriebslos	ADJA	597	FALSE	FALSE	TRUE	FALSE	-los	antriebs
unwilliger	unwillig	ADJA	597	FALSE	FALSE	FALSE	TRUE	un-	willig
trainerlos	trainerlos	ADJD	597	FALSE	FALSE	TRUE	FALSE	-los	trainer
entstempelten	entstempelt	ADJA	596	TRUE	FALSE	FALSE	FALSE	ent-	stempelt
rezeptfreies	rezeptfrei	ADJA	596	FALSE	TRUE	FALSE	FALSE	-frei	rezept
unauflösbarer	unauflösbar	ADJA	596	FALSE	FALSE	FALSE	TRUE	un-	auflösbar
unstimmige	unstimmig	ADJA	596	FALSE	FALSE	FALSE	TRUE	un-	stimmig
politikfrei	politikfrei	ADJD	596	FALSE	TRUE	FALSE	FALSE	-frei	politik
entkoppelte	entkoppelt	ADJA	595	TRUE	FALSE	FALSE	FALSE	ent-	koppelt
ungeschlachte	ungeschlacht	ADJA	595	FALSE	FALSE	FALSE	TRUE	un-	geschlacht
unstandesgemäße	unstandesgemäß	ADJA	595	FALSE	FALSE	FALSE	TRUE	un-	standesgemäß
ungesetzliches	ungesetzlich	ADJA	595	FALSE	FALSE	FALSE	TRUE	un-	gesetzlich
unentwirrbares	unentwirrbar	ADJA	594	FALSE	FALSE	FALSE	TRUE	un-	entwirrbar
einfallsloses	einfallslos	ADJA	594	FALSE	FALSE	TRUE	FALSE	-los	einfalls
entseelten	entseelt	ADJA	594	TRUE	FALSE	FALSE	FALSE	ent-	seelt
unauffälligsten	unauffällig	ADJA	593	FALSE	FALSE	FALSE	TRUE	un-	auffällig
unbürokratischere	unbürokratisch	ADJA	593	FALSE	FALSE	FALSE	TRUE	un-	bürokratisch
ungeteerte	ungeteert	ADJA	593	FALSE	FALSE	FALSE	TRUE	un-	geteert
nachrichtenlos	nachrichtenlos	ADJD	593	FALSE	FALSE	TRUE	FALSE	-los	nachrichten
unausgebildete	unausgebildet	ADJA	592	FALSE	FALSE	FALSE	TRUE	un-	ausgebildet
entmachteter	entmachtet	ADJA	592	TRUE	FALSE	FALSE	FALSE	ent-	machtet
ungewöhnlichster	ungewöhnlich	ADJA	592	FALSE	FALSE	FALSE	TRUE	un-	gewöhnlich
ungebundenes	ungebunden	ADJA	592	FALSE	FALSE	FALSE	TRUE	un-	gebunden
nennwertlose	nennwertlos	ADJA	592	FALSE	FALSE	TRUE	FALSE	-los	nennwert
ungerechtesten	ungerecht	ADJA	592	FALSE	FALSE	FALSE	TRUE	un-	gerecht
unkastrierter	unkastriert	ADJA	592	FALSE	FALSE	FALSE	TRUE	un-	kastriert
unvergleichbares	unvergleichbar	ADJA	592	FALSE	FALSE	FALSE	TRUE	un-	vergleichbar
unerfahrensten	unerfahren	ADJA	591	FALSE	FALSE	FALSE	TRUE	un-	erfahren
humorfreien	humorfrei	ADJA	591	FALSE	TRUE	FALSE	FALSE	-frei	humor
unplanbar	unplanbar	ADJD	591	FALSE	FALSE	FALSE	TRUE	un-	planbar
verpackungsfrei	verpackungsfrei	ADJD	591	FALSE	TRUE	FALSE	FALSE	-frei	verpackungs
ungefärbt	ungefärbt	ADJD	591	FALSE	FALSE	FALSE	TRUE	un-	gefärbt
allürenfrei	allürenfrei	ADJD	591	FALSE	TRUE	FALSE	FALSE	-frei	allüren
unerzählte	unerzählt	ADJA	590	FALSE	FALSE	FALSE	TRUE	un-	erzählt
ungerührten	ungerührt	ADJA	590	FALSE	FALSE	FALSE	TRUE	un-	gerührt
unverbaubarer	unverbaubar	ADJA	590	FALSE	FALSE	FALSE	TRUE	un-	verbaubar
unfähiges	unfähig	ADJA	590	FALSE	FALSE	FALSE	TRUE	un-	fähig
unverrückt	unverrückt	ADJD	590	FALSE	FALSE	FALSE	TRUE	un-	verrückt
genfrei	genfrei	ADJD	590	FALSE	TRUE	FALSE	FALSE	-frei	gen
unausgeglichener	unausgeglichen	ADJA	589	FALSE	FALSE	FALSE	TRUE	un-	ausgeglichen
unentschlossenes	unentschlossen	ADJA	589	FALSE	FALSE	FALSE	TRUE	un-	entschlossen
ungeschöntes	ungeschönt	ADJA	589	FALSE	FALSE	FALSE	TRUE	un-	geschönt
ungustiöse	ungustiös	ADJA	589	FALSE	FALSE	FALSE	TRUE	un-	gustiös
patentfreie	patentfrei	ADJA	589	FALSE	TRUE	FALSE	FALSE	-frei	patent
waffenlos	waffenlos	ADJD	588	FALSE	FALSE	TRUE	FALSE	-los	waffen
unerzählt	unerzählt	ADJD	588	FALSE	FALSE	FALSE	TRUE	un-	erzählt
wasserfrei	wasserfrei	ADJD	588	FALSE	TRUE	FALSE	FALSE	-frei	wasser
entmutigte	entmutigt	ADJA	587	TRUE	FALSE	FALSE	FALSE	ent-	mutigt
furchtloses	furchtlos	ADJA	587	FALSE	FALSE	TRUE	FALSE	-los	furcht
entschiedensten	entschieden	ADJD	587	TRUE	FALSE	FALSE	FALSE	ent-	schieden
unfruchtbarer	unfruchtbar	ADJA	585	FALSE	FALSE	FALSE	TRUE	un-	fruchtbar
entschädigten	entschädigt	ADJA	585	TRUE	FALSE	FALSE	FALSE	ent-	schädigt
entlaubten	entlaubt	ADJA	585	TRUE	FALSE	FALSE	FALSE	ent-	laubt
unweihnachtlich	unweihnachtlich	ADJD	585	FALSE	FALSE	FALSE	TRUE	un-	weihnachtlich
ungesäuertes	ungesäuert	ADJA	584	FALSE	FALSE	FALSE	TRUE	un-	gesäuert
ungefährlicheren	ungefährlich	ADJA	584	FALSE	FALSE	FALSE	TRUE	un-	gefährlich
ruheloses	ruhelos	ADJA	584	FALSE	FALSE	TRUE	FALSE	-los	ruhe
ungepflasterten	ungepflastert	ADJA	584	FALSE	FALSE	FALSE	TRUE	un-	gepflastert
sanktionsfrei	sanktionsfrei	ADJD	584	FALSE	TRUE	FALSE	FALSE	-frei	sanktions
unvergleichbarer	unvergleichbar	ADJA	583	FALSE	FALSE	FALSE	TRUE	un-	vergleichbar
unerschwinglicher	unerschwinglich	ADJA	583	FALSE	FALSE	FALSE	TRUE	un-	erschwinglich
entflammbarer	entflammbar	ADJA	583	TRUE	FALSE	FALSE	FALSE	ent-	flammbar
ungedruckten	ungedruckt	ADJA	583	FALSE	FALSE	FALSE	TRUE	un-	gedruckt
unaussprechlicher	unaussprechlich	ADJA	583	FALSE	FALSE	FALSE	TRUE	un-	aussprechlich
ereignisloses	ereignislos	ADJA	583	FALSE	FALSE	TRUE	FALSE	-los	ereignis
ungeheuerlicher	ungeheuerlich	ADJD	583	FALSE	FALSE	FALSE	TRUE	un-	geheuerlich
unausgeschöpfte	unausgeschöpft	ADJA	582	FALSE	FALSE	FALSE	TRUE	un-	ausgeschöpft
unedle	unedel	ADJA	582	FALSE	FALSE	FALSE	TRUE	un-	edel
unbewiesener	unbewiesen	ADJA	582	FALSE	FALSE	FALSE	TRUE	un-	bewiesen
empathielos	empathielos	ADJD	582	FALSE	FALSE	TRUE	FALSE	-los	empathie
unaufhaltbaren	unaufhaltbar	ADJA	580	FALSE	FALSE	FALSE	TRUE	un-	aufhaltbar
faltenfreien	faltenfrei	ADJA	580	FALSE	TRUE	FALSE	FALSE	-frei	falten
unbefestigtes	unbefestigt	ADJA	580	FALSE	FALSE	FALSE	TRUE	un-	befestigt
unheimlichste	unheimlich	ADJA	580	FALSE	FALSE	FALSE	TRUE	un-	heimlich
kritikloser	kritiklos	ADJA	580	FALSE	FALSE	TRUE	FALSE	-los	kritik
entthronter	entthront	ADJA	580	TRUE	FALSE	FALSE	FALSE	ent-	thront
stützenfrei	stützenfrei	ADJD	580	FALSE	TRUE	FALSE	FALSE	-frei	stützen
wettkampffrei	wettkampffrei	ADJD	580	FALSE	TRUE	FALSE	FALSE	-frei	wettkampf
unbeleckten	unbeleckt	ADJA	579	FALSE	FALSE	FALSE	TRUE	un-	beleckt
blockfreie	blockfrei	ADJA	579	FALSE	TRUE	FALSE	FALSE	-frei	block
unroutiniert	unroutiniert	ADJD	579	FALSE	FALSE	FALSE	TRUE	un-	routiniert
unfreier	unfrei	ADJD	579	FALSE	TRUE	FALSE	FALSE	-frei	un
unbedarfter	unbedarft	ADJD	579	FALSE	FALSE	FALSE	TRUE	un-	bedarft
entrechtete	entrechtet	ADJA	578	TRUE	FALSE	FALSE	FALSE	ent-	rechtet
würdeloser	würdelos	ADJA	578	FALSE	FALSE	TRUE	FALSE	-los	würde
unstetig	unstetig	ADJD	578	FALSE	FALSE	FALSE	TRUE	un-	stetig
entzücktes	entzückt	ADJA	577	TRUE	FALSE	FALSE	FALSE	ent-	zückt
kompromisslosesten	kompromisslos	ADJA	577	FALSE	FALSE	TRUE	FALSE	-los	kompromiss
unwidersprochenen	unwidersprochen	ADJA	577	FALSE	FALSE	FALSE	TRUE	un-	widersprochen
unbemalte	unbemalt	ADJA	577	FALSE	FALSE	FALSE	TRUE	un-	bemalt
unanstrengend	unanstrengend	ADJD	577	FALSE	FALSE	FALSE	TRUE	un-	anstrengend
unhöflicher	unhöflich	ADJA	576	FALSE	FALSE	FALSE	TRUE	un-	höflich
unbestechlichem	unbestechlich	ADJA	576	FALSE	FALSE	FALSE	TRUE	un-	bestechlich
dienstfreie	dienstfrei	ADJA	576	FALSE	TRUE	FALSE	FALSE	-frei	dienst
strukturlos	strukturlos	ADJD	576	FALSE	FALSE	TRUE	FALSE	-los	struktur
schwellenfrei	schwellenfrei	ADJD	576	FALSE	TRUE	FALSE	FALSE	-frei	schwellen
faustlos	faustlos	ADJD	576	FALSE	FALSE	TRUE	FALSE	-los	faust
wohnsitzlos	wohnsitzlos	ADJD	576	FALSE	FALSE	TRUE	FALSE	-los	wohnsitz
unsolider	unsolid	ADJA	575	FALSE	FALSE	FALSE	TRUE	un-	solid
unbequemere	unbequem	ADJA	575	FALSE	FALSE	FALSE	TRUE	un-	bequem
entwässerte	entwässert	ADJA	574	TRUE	FALSE	FALSE	FALSE	ent-	wässert
entkoppelten	entkoppelt	ADJA	573	TRUE	FALSE	FALSE	FALSE	ent-	koppelt
unabweislich	unabweislich	ADJD	573	FALSE	FALSE	FALSE	TRUE	un-	abweislich
suchtfrei	suchtfrei	ADJD	573	FALSE	TRUE	FALSE	FALSE	-frei	sucht
absichtslose	absichtslos	ADJA	572	FALSE	FALSE	TRUE	FALSE	-los	absichts
